Order ID,Item Name,Product Price,UserId,Ratings
25554,Saag Aloo,5.95,829,3
25553,Chicken Tikka Biryani,10.95,782,2
25553,Tarka Dall,5.95,864,4
25553,Naan,2.5,260,3
25552,Madras - Chicken,7.95,963,5
25552,Pathia - Chicken,8.95,749,5
25552,Pilau Rice,2.95,139,3
25552,Naan,2.5,598,0
25552,Bombay Aloo,5.95,461,3
25551,Dupiaza - Chicken,8.95,889,0
25551,Pathia - Chicken,8.95,621,4
25551,Kulcha Naan,2.95,843,2
25551,Mushroom Rice,3.95,696,3
25551,Tandoori Mixed Grill,11.95,528,5
25550,Plain Papadum,0.8,152,5
25550,Prawn Biryani,10.95,925,4
25550,Dupiaza - Lamb,8.95,149,0
25550,Peshwari Naan,2.95,110,2
25549,Red Sauce,0.5,25,3
25549,Garlic Naan,2.95,464,3
25549,Keema Naan,2.95,956,1
25549,Pilau Rice,2.95,889,5
25549,Keema Rice,3.95,886,3
25549,Korma - Chicken Tikka,8.95,117,4
25549,Bhuna - Lamb,8.95,445,5
25548,Onion Chutney,0.5,595,5
25548,Bhuna - Chicken,8.95,673,3
25548,Curry - Lamb,7.95,872,3
25548,Pilau Rice,2.95,928,1
25548,Naan,2.5,228,1
25548,COBRA ( LARGE ),5.5,507,1
25547,Butter Chicken,8.95,763,3
25547,Paneer Tikka Masala,8.95,121,2
25547,Tarka Dall,5.95,326,2
25547,Naan,2.5,469,4
25546,Curry - Chicken,7.95,287,3
25546,Paratha,2.95,525,1
25546,Chana Masala,5.95,839,2
25545,Korma - Chicken,8.95,696,3
25545,Plain Rice,2.95,152,5
25545,Keema Rice,3.95,591,5
25545,Chicken Tikka,4.95,41,5
25545,Naan,2.5,274,1
25544,Prawn Puree,4.95,552,4
25544,Plain Papadum,0.8,438,2
25544,Onion Chutney,0.5,207,2
25544,Vindaloo - Chicken,7.95,779,0
25544,Aloo Gobi,5.95,166,1
25544,Egg Paratha,3.95,111,5
25544,Chapati,1.95,349,0
25544,Vegetable Rice,3.95,129,4
25543,Curry - Chicken,7.95,735,0
25543,Naan,2.5,886,3
25543,Pilau Rice,2.95,812,2
25542,Mini Bhaji,3.95,216,5
25542,Naan,2.5,381,5
25542,Pilau Rice,2.95,24,0
25542,Chicken Tikka Masala,8.95,67,0
25541,Curry - Chicken,7.95,978,5
25541,Korma - Chicken,8.95,771,1
25541,Pilau Rice,2.95,234,1
25541,Mushroom Rice,3.95,716,0
25541,Keema Naan,2.95,998,3
25540,Chicken Tikka Jalfrezi,8.95,291,0
25540,Plain Rice,2.95,726,3
25540,Chicken Shaslick,9.95,701,0
25540,Aloo Brinjal,5.95,709,4
25540,Red Sauce,0.5,727,4
25540,Mango Chutney,0.5,555,0
25539,Onion Bhaji,3.95,32,1
25539,Meat Samosa,3.95,11,3
25539,Chicken Tikka Biryani,10.95,616,4
25539,Madras Sauce,3.95,212,3
25539,Korma Sauce,4.95,138,2
25539,Naan,2.5,694,5
25538,Chicken Tikka Masala,8.95,421,1
25538,Plain Rice,2.95,637,1
25538,Lemonade 1.5 ltr,2.95,668,2
25538,Keema Naan,2.95,623,1
25537,Meat Samosa,3.95,488,5
25537,Chicken Tikka Masala,8.95,770,4
25537,Chicken Chaat (Main),8.95,539,5
25537,Korma - Chicken,8.95,979,2
25537,Bombay Aloo,5.95,217,5
25537,Keema Naan,2.95,663,5
25537,Naan,2.5,821,4
25537,Mushroom Rice,3.95,307,4
25537,Special Fried Rice,3.95,174,5
25536,Onion Bhaji,3.95,148,5
25536,Korma - Chicken Tikka,8.95,949,2
25536,Pathia - Chicken Tikka,8.95,541,3
25536,Mushroom Rice,3.95,579,5
25536,Puree,1.95,547,3
25536,Garlic Naan,2.95,807,1
25535,Mango Chutney,0.5,393,2
25535,Plain Papadum,0.8,73,4
25535,Chicken Tikka Masala,8.95,297,3
25535,Tandoori Chicken Masala,9.95,919,3
25535,Garlic Naan,2.95,899,1
25535,Keema Naan,2.95,814,1
25535,Pilau Rice,2.95,730,5
25535,Saag Aloo,5.95,946,5
25534,Prawn Puree,4.95,876,1
25534,Methi - Chicken,8.95,771,1
25534,Lamb Balti,9.95,799,2
25534,Chicken Biryani,9.95,777,0
25534,Pilau Rice,2.95,394,3
25534,Cauliflower Bhajee,5.95,539,1
25533,Lamb Biryani,9.95,429,4
25533,Chicken Biryani,9.95,199,3
25532,Keema Naan,2.95,423,1
25532,Garlic Naan,2.95,61,1
25532,Persian Chicken Biryani,11.95,341,2
25532,Tandoori Paratha,2.95,865,0
25532,Curry - Chicken,7.95,44,0
25532,Paneer Sizzler,9.95,802,2
25532,Tandoori Mixed Grill,11.95,930,4
25532,Chicken Royal,8.95,88,0
25532,Chicken Tikka (Main),8.95,33,4
25531,Tandoori Mixed Grill,11.95,645,3
25531,Garlic Naan,2.95,232,3
25531,Naan,2.5,767,0
25531,Butter Chicken,8.95,36,0
25530,Plain Papadum,0.8,768,3
25530,Onion Chutney,0.5,459,5
25530,Saag Aloo,5.95,290,3
25530,Mushroom Bhajee,5.95,197,0
25530,Mushroom Rice,3.95,894,3
25529,Chicken Tikka,4.95,949,0
25529,Kulcha Naan,2.95,254,5
25529,Garlic Rice,3.95,80,2
25529,Madras Sauce,3.95,446,1
25529,Vegetable Curry,5.95,136,0
25529,Vegetable Jalfrezi,7.95,189,4
25528,Chicken Royal,8.95,129,0
25528,Vegetable Rice,3.95,209,3
25528,Aloo Dupiaza,5.95,368,4
25528,Vegetable Dansak,6.95,291,4
25528,Plain Rice,2.95,376,1
25528,Tandoori Roti,2.5,347,0
25527,Mini Bhaji,3.95,168,2
25527,Meat Samosa,3.95,884,4
25527,Prawn Puree,4.95,804,4
25527,Tandoori Chicken Masala,9.95,176,2
25527,Madras - Chicken,7.95,537,4
25527,Cauliflower Bhajee,5.95,323,3
25527,Madras Sauce,3.95,871,2
25527,Peshwari Naan,2.95,508,3
25527,Keema Naan,2.95,803,0
25527,Pilau Rice,2.95,114,5
25526,Pilau Rice,2.95,798,5
25526,Naan,2.5,29,5
25526,Bombay Aloo,5.95,753,0
25526,Korma - Chicken,8.95,289,0
25526,Plain Papadum,0.8,146,5
25526,Mango Chutney,0.5,273,3
25526,Mint Sauce,0.5,221,4
25526,Onion Chutney,0.5,340,4
25526,Mushroom Rice,3.95,509,5
25526,Onion Bhaji,3.95,514,2
25526,Chicken Tikka Pasanda,8.95,69,2
25525,Tandoori Mixed Grill,11.95,357,4
25525,Madras - Chicken,7.95,908,1
25525,Garlic Naan,2.95,556,3
25525,Pilau Rice,2.95,885,3
25525,Chicken Tikka Sizzler,9.95,765,3
25524,Butter Chicken,8.95,322,1
25524,Chicken Tikka Biryani,10.95,623,2
25524,Garlic Naan,2.95,91,5
25523,Vegetable Samosa,3.95,341,2
25523,Onion Bhaji,3.95,423,3
25523,Vegetable Biryani,9.95,551,5
25523,Chicken Tikka Jalfrezi,8.95,971,2
25523,Naan,2.5,662,3
25522,Chicken Tikka,4.95,414,4
25522,Royal Paneer,5.95,657,4
25522,Achar Chicken,8.95,710,2
25522,Curry - Chicken Tikka,8.95,967,5
25522,Naan,2.5,274,1
25522,Tandoori Roti,2.5,860,2
25522,Plain Rice,2.95,43,5
25522,Pilau Rice,2.95,83,0
25522,Saag Paneer,5.95,433,3
25522,Bhindi Bhajee,5.95,809,0
25521,Chicken Chaat,4.95,93,2
25521,Plain Papadum,0.8,174,4
25521,Korma - Chicken,8.95,405,3
25521,Saag - Chicken,8.95,201,2
25521,Naan,2.5,857,1
25521,Garlic Naan,2.95,498,2
25521,Keema Naan,2.95,480,1
25521,Pilau Rice,2.95,987,4
25520,Chicken Balti,9.95,329,5
25520,Lamb Balti,9.95,540,1
25519,Bombay Aloo,5.95,209,0
25519,Bhuna - Chicken,8.95,617,5
25519,Plain Rice,2.95,954,0
25518,Mini Bhaji,3.95,896,0
25518,King Prawn Puree,5.95,982,0
25518,Lamb Shashlick Curry,10.95,575,0
25518,Puree,1.95,16,1
25518,Mushroom Rice,3.95,106,0
25518,Saag Aloo,5.95,164,3
25518,Chicken Tikka,4.95,606,1
25517,Vindaloo - Chicken,7.95,536,4
25517,Naan,2.5,628,1
25517,Bombay Aloo,5.95,191,2
25517,Madras - Chicken,7.95,195,4
25516,Chicken Chaat (Main),8.95,307,0
25516,Bombay Aloo,5.95,136,0
25516,Naan,2.5,952,2
25515,Chicken Chaat,4.95,859,5
25514,Garlic Naan,2.95,93,0
25514,Paratha,2.95,891,4
25514,Masala Sauce,4.95,750,4
25514,Mushroom Rice,3.95,87,4
25513,Tandoori Chicken,4.95,160,1
25513,Chicken Tikka Biryani,10.95,147,1
25513,Naan,2.5,584,4
25513,Lamb Balti,9.95,455,1
25513,Pilau Rice,2.95,87,5
25512,Chicken Tikka Masala,8.95,13,1
25512,Dupiaza - Chicken,8.95,314,3
25512,Special Fried Rice,3.95,593,5
25512,Plain Rice,2.95,120,1
25512,Naan,2.5,884,3
25512,Aloo Gobi,5.95,951,5
25512,Mini Bhaji,3.95,832,3
25512,Onion Bhaji,3.95,715,1
25511,Pilau Rice,2.95,732,1
25511,Naan,2.5,932,1
25511,Curry - Chicken,7.95,281,0
25511,Bottle Coke,2.95,800,3
25510,Chicken Biryani,9.95,426,0
25510,Lamb Biryani,9.95,782,4
25510,King Prawn Biryani,12.95,470,1
25509,Garlic Naan,2.95,284,4
25509,Chicken Tikka Jalfrezi,8.95,276,5
25509,Lamb Tikka Karahi,9.95,978,0
25509,Mixed Raita,2.95,324,3
25508,Plain Papadum,0.8,534,2
25508,Vegetable Biryani,9.95,227,1
25508,Plain Rice,2.95,890,4
25508,Bottle Diet Coke,2.95,595,4
25507,Plain Papadum,0.8,647,4
25507,Mango Chutney,0.5,968,0
25507,Red Sauce,0.5,573,0
25507,Mint Sauce,0.5,653,2
25507,Chicken Tikka (Main),8.95,517,5
25507,Chicken Tikka Jalfrezi,8.95,256,0
25507,Chana Masala,5.95,136,3
25507,Naan,2.5,207,3
25507,Peshwari Naan,2.95,463,4
25507,Special Fried Rice,3.95,949,1
25507,COBRA ( LARGE ),5.5,139,4
25507,Vindaloo - Chicken Tikka,8.95,4,3
25507,Lime Pickle,0.5,423,3
25506,Mango Chutney,0.5,348,3
25506,Plain Papadum,0.8,941,4
25506,Curry - Chicken Tikka,8.95,282,2
25506,Chicken Tikka Jalfrezi,8.95,586,1
25506,Chapati,1.95,820,2
25506,Tandoori Roti,2.5,433,2
25505,Tandoori Mixed Grill,11.95,219,1
25505,Chana Chaat,4.95,819,3
25505,Dhansak - Chicken,8.95,739,3
25505,Mushroom Rice,3.95,873,4
25505,Garlic Naan,2.95,786,4
25505,Naan,2.5,373,2
25504,Mix Starter,5.95,290,1
25504,Plain Papadum,0.8,563,1
25504,Mango Chutney,0.5,670,0
25504,Bhuna - Chicken,8.95,437,0
25504,Chicken Tikka Biryani,10.95,826,2
25504,Saag Paneer,5.95,939,4
25503,Pathia - Chicken,8.95,823,3
25502,Chicken Rezala,8.95,508,5
25502,Bombay Aloo,5.95,786,3
25502,Tandoori Roti,2.5,941,2
25502,Mint Sauce,0.5,855,1
25501,Chicken Tikka Jalfrezi,8.95,449,0
25501,Chicken Balti,9.95,326,4
25501,Saag Dall,5.95,490,1
25501,Tandoori Roti,2.5,53,4
25501,Chapati,1.95,816,4
25500,Chana Chaat,4.95,94,2
25500,Tandoori Chicken Masala,9.95,59,0
25500,Methi - Chicken Tikka,8.95,336,0
25499,Vindaloo - Chicken,7.95,666,5
25499,Korma - Chicken,8.95,636,3
25499,Peshwari Naan,2.95,163,1
25499,Garlic Naan,2.95,570,5
25499,French Fries,3.95,945,5
25499,Tandoori Chicken (Main),8.95,106,1
25499,Vegetable Curry,5.95,201,5
25499,COBRA ( LARGE ),5.5,300,0
25498,Plain Papadum,0.8,781,4
25498,Onion Chutney,0.5,889,3
25498,Red Sauce,0.5,838,5
25498,Vindaloo - Chicken,7.95,550,3
25498,Vindaloo Sauce,3.95,679,4
25498,Vegetable Rice,3.95,648,3
25498,Chapati,1.95,13,4
25498,Aloo Gobi,5.95,903,3
25498,Egg Paratha,3.95,720,0
25497,Vegetable Samosa,3.95,534,5
25497,Chicken Chaat,4.95,504,3
25497,Chicken Tikka Masala,8.95,847,3
25497,Keema Naan,2.95,985,1
25497,Pilau Rice,2.95,776,3
25497,Sheek Kebab,4.95,739,5
25496,Plain Papadum,0.8,774,5
25496,Butter Chicken,8.95,209,4
25496,Pilau Rice,2.95,455,0
25496,Naan,2.5,468,3
25495,Lamb Balti,9.95,473,0
25495,Keema Naan,2.95,962,0
25495,Naan,2.5,572,3
25494,Curry - Lamb,7.95,400,1
25494,Korma - Chicken,8.95,56,2
25494,Chapati,1.95,882,3
25494,Garlic Naan,2.95,749,2
25494,Plain Rice,2.95,663,3
25493,Onion Chutney,0.5,280,0
25493,Mint Sauce,0.5,4,3
25472,Mango Chutney,0.5,612,2
25472,Onion Chutney,0.5,305,0
25472,Mint Sauce,0.5,343,3
25470,Mint Sauce,0.5,542,1
25469,Mango Chutney,0.5,566,4
25469,Mint Sauce,0.5,153,3
25465,Mango Chutney,0.5,788,1
25460,Mint Sauce,0.5,353,2
25459,Mango Chutney,0.5,357,5
25459,Red Sauce,0.5,697,1
25455,Mango Chutney,0.5,407,4
25454,Mango Chutney,0.5,411,1
25454,Red Sauce,0.5,29,5
25452,Red Sauce,0.5,929,3
25452,Onion Chutney,0.5,371,1
25451,Onion Chutney,0.5,821,3
25450,Mint Sauce,0.5,631,2
25448,Onion Chutney,0.5,947,4
25448,Red Sauce,0.5,854,5
25447,Mango Chutney,0.5,502,1
25447,Mint Sauce,0.5,7,4
25447,Red Sauce,0.5,617,1
25445,Mint Sauce,0.5,137,4
25445,Mango Chutney,0.5,694,1
25444,Lime Pickle,0.5,896,2
25444,Mint Sauce,0.5,851,5
25442,Mango Chutney,0.5,376,5
25441,Onion Chutney,0.5,932,2
25441,Mint Sauce,0.5,721,3
25441,Red Sauce,0.5,148,1
25440,Mango Chutney,0.5,885,2
25440,Mint Sauce,0.5,259,2
25437,Mango Chutney,0.5,126,4
25437,Onion Chutney,0.5,810,2
25433,Onion Chutney,0.5,577,2
25426,Mango Chutney,0.5,532,3
25425,Mint Sauce,0.5,804,0
25423,Mango Chutney,0.5,324,5
25412,Mango Chutney,0.5,976,4
25410,Red Sauce,0.5,112,2
25410,Mint Sauce,0.5,943,0
25410,Onion Chutney,0.5,650,0
25408,Onion Chutney,0.5,237,2
25405,Mango Chutney,0.5,360,3
25403,Onion Chutney,0.5,990,5
25403,Red Sauce,0.5,859,5
25385,Mango Chutney,0.5,555,5
25379,Mango Chutney,0.5,63,1
25374,Red Sauce,0.5,927,5
25374,Mango Chutney,0.5,916,3
25371,Onion Chutney,0.5,454,2
25370,Mango Chutney,0.5,265,4
25370,Red Sauce,0.5,444,1
25370,Lime Pickle,0.5,603,1
25369,Red Sauce,0.5,623,2
25364,Red Sauce,0.5,419,2
25357,Mint Sauce,0.5,339,4
25357,Red Sauce,0.5,844,5
25356,Mint Sauce,0.5,274,3
25350,Mango Chutney,0.5,369,4
25349,Mango Chutney,0.5,842,5
25349,Onion Chutney,0.5,226,2
25344,Red Sauce,0.5,225,4
25342,Mint Sauce,0.5,939,5
25335,Mint Sauce,0.5,643,2
25332,Red Sauce,0.5,908,1
25332,Mango Chutney,0.5,228,4
25331,Red Sauce,0.5,826,0
25331,Mango Chutney,0.5,897,1
25329,Onion Chutney,0.5,369,0
25326,Mint Sauce,0.5,128,2
25325,Mango Chutney,0.5,807,0
25325,Mint Sauce,0.5,24,3
25325,Lime Pickle,0.5,698,5
25322,Red Sauce,0.5,292,2
25307,Mint Sauce,0.5,355,0
25306,Mango Chutney,0.5,837,2
25306,Onion Chutney,0.5,134,3
25305,Mint Sauce,0.5,3,0
25300,Mint Sauce,0.5,226,0
25300,Mango Chutney,0.5,889,1
25299,Mango Chutney,0.5,680,0
25299,Onion Chutney,0.5,444,5
25296,Mango Chutney,0.5,417,0
25296,Onion Chutney,0.5,284,2
25293,Mint Sauce,0.5,836,3
25292,Red Sauce,0.5,26,4
25291,Mango Chutney,0.5,736,5
25288,Onion Chutney,0.5,248,3
25287,Mint Sauce,0.5,365,3
25286,Mango Chutney,0.5,947,0
25282,Mango Chutney,0.5,201,4
25281,Red Sauce,0.5,437,4
25281,Mint Sauce,0.5,197,3
25278,Onion Chutney,0.5,929,2
25276,Onion Chutney,0.5,647,4
25275,Mango Chutney,0.5,637,4
25275,Onion Chutney,0.5,606,5
25274,Onion Chutney,0.5,72,3
25274,Mint Sauce,0.5,246,5
25271,Onion Chutney,0.5,852,5
25268,Onion Chutney,0.5,135,1
25268,Mint Sauce,0.5,707,4
25262,Red Sauce,0.5,213,5
25262,Mango Chutney,0.5,475,5
25261,Mango Chutney,0.5,620,3
25260,Mango Chutney,0.5,323,1
25258,Mango Chutney,0.5,102,3
25258,Red Sauce,0.5,852,5
25254,Mango Chutney,0.5,327,3
25252,Mango Chutney,0.5,595,2
25252,Red Sauce,0.5,223,0
25249,Red Sauce,0.5,256,1
25249,Onion Chutney,0.5,645,5
25247,Mango Chutney,0.5,347,5
25246,Mint Sauce,0.5,107,5
25244,Mango Chutney,0.5,926,0
25240,Mango Chutney,0.5,969,1
25238,Mango Chutney,0.5,979,5
25234,Mint Sauce,0.5,519,1
25234,Red Sauce,0.5,149,5
25233,Mango Chutney,0.5,997,4
25229,Mint Sauce,0.5,476,2
25224,Lime Pickle,0.5,392,2
25224,Mint Sauce,0.5,683,3
25222,Mint Sauce,0.5,558,0
25221,Onion Chutney,0.5,0,5
25220,Mango Chutney,0.5,360,5
25211,Onion Chutney,0.5,691,3
25211,Mint Sauce,0.5,550,2
25210,Red Sauce,0.5,89,3
25210,Mint Sauce,0.5,74,2
25206,Onion Chutney,0.5,499,2
25206,Mint Sauce,0.5,738,1
25204,Mango Chutney,0.5,635,3
25200,Onion Chutney,0.5,343,1
25194,Mango Chutney,0.5,96,3
25194,Lime Pickle,0.5,851,5
25191,Lime Pickle,0.5,282,2
25190,Mango Chutney,0.5,718,5
25187,Mint Sauce,0.5,32,2
25186,Mint Sauce,0.5,115,4
25186,Onion Chutney,0.5,454,1
25183,Onion Chutney,0.5,865,5
25181,Onion Chutney,0.5,428,0
25181,Mint Sauce,0.5,827,3
25179,Mango Chutney,0.5,825,5
25179,Onion Chutney,0.5,690,0
25179,Mint Sauce,0.5,173,4
25179,Red Sauce,0.5,745,2
25178,Red Sauce,0.5,132,1
25175,Mint Sauce,0.5,441,0
25174,Mint Sauce,0.5,93,1
25174,Onion Chutney,0.5,347,2
25173,Mint Sauce,0.5,401,1
25167,Mango Chutney,0.5,419,1
25167,Onion Chutney,0.5,706,5
25165,Mango Chutney,0.5,404,3
25164,Mint Sauce,0.5,941,0
25159,Mint Sauce,0.5,185,4
25156,Mango Chutney,0.5,975,1
25153,Onion Chutney,0.5,375,1
25153,Mint Sauce,0.5,676,5
25151,Mango Chutney,0.5,873,4
25149,Mint Sauce,0.5,702,0
25148,Mint Sauce,0.5,516,2
25148,Lime Pickle,0.5,497,3
25148,Mango Chutney,0.5,498,4
25143,Onion Chutney,0.5,205,1
